"#build",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"#"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"#"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"#"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"#"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"#"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"#"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"#"
,,,,,,,,,,,,"c","t","f",,,,,,,,"f","t","c",,,,,,,,,,,,,"#"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"#"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"#"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"#"
,,,,,,,,,,,,"c","t","f",,,,,,,,"f","t","c",,,,,,,,,,,,,"#"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"#"
,,,,,,,"c",,,,"c",,,,,,,,,,,,,,"c",,,,"c",,,,,,,,"#"
,,,,,,,"t",,,,"t",,,,,,,,,,,,,,"t",,,,"t",,,,,,,,"#"
,,,,,,,"f",,,,"f",,,,,,,,,,,,,,"f",,,,"f",,,,,,,,"#"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"#"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"#"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"#"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"#"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"#"
,,,,,,,"f",,,,"f",,,,,,,,,,,,,,"f",,,,"f",,,,,,,,"#"
,,,,,,,"t",,,,"t",,,,,,,,,,,,,,"t",,,,"t",,,,,,,,"#"
,,,,,,,"c",,,,"c",,,,,,,,,,,,,,"c",,,,"c",,,,,,,,"#"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"#"
,,,,,,,,,,,,"c","t","f",,,,,,,,"f","t","c",,,,,,,,,,,,,"#"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"#"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"#"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"#"
,,,,,,,,,,,,"c","t","f",,,,,,,,"f","t","c",,,,,,,,,,,,,"#"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"#"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"#"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"#"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"#"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"#"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"#"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"#"
"#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#"
